path,ssName,ssRegion,ssId,confidence
"NBA Jam (USA, Europe).zip",Nba Jam,"us,eu",12964,67
NBA Jam - Tournament Edition (World).zip,Nba Jam - Tournament Edition,wor,12910,91
Neko Daisuki! (Japan).zip,Neko Daisuki!,jp,65690,96
NFL '95 (USA).zip,Nfl '95,us,13051,67
NFL Quarterback Club 96 (USA).zip,NFL Quarterback Club 96,us,65821,
NFL Quarterback Club (World).zip,NFL Quarterback Club,wor,13059,98
NHL All-Star Hockey (USA).zip,Nhl All-star Hockey,us,65822,82
"NHL Hockey (USA, Europe).zip",Nhl Hockey,"us,eu",12961,76
Ninja Gaiden (Japan).zip,Ninja Gaiden,jp,12893,96
"Ninja Gaiden (USA, Europe, Brazil).zip",Ninja Gaiden,,12893,96
Ninku 2 - Tenkuuryuu e no Michi (Japan).zip,Ninku 2 - Tenkuryu-e No Michi,jp,65824,89
Ninku (Japan).zip,Ninku,jp,65823,91
Ninku Gaiden - Hiroyuki Daikatsugeki (Japan).zip,Ninkuu Gaiden - Hiroyuki Daikatsugeki,jp,65825,97
Nomo Hideo no World Series Baseball (Japan).zip,Nomo Hideo No World Series Baseball,jp,97406,96
Off the Wall (USA) (Proto) (1992-06-28).zip,Off The Wall,us,191900,81
"Olympic Gold (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv) (Rev 1).zip",Olympic Gold,eu,13025,89
"Olympic Gold (Japan, USA, Brazil) (En,Fr,De,Es,It,Nl,Pt,Sv).zip",Olympic Gold,,13025,92
"Ottifants, The (Europe) (En,Fr,De,Es,It).zip","Ottifants, The",eu,46296,93
"OutRun (Europe, Brazil).zip",Outrun,,12962,77
"OutRun (Japan, Korea).zip",Outrun,,12962,77
OutRun Europa (Europe).zip,Out Run Europa,eu,12992,93
OutRun Europa (USA).zip,Out Run Europa,us,12992,93
Pac-Attack (USA).zip,Pac-attack,us,12986,86
Pac-in-Time (USA) (Proto).zip,Pac-in-time,us,65827,83
Pac-Man (Japan) (En).zip,Pac-man,jp,12886,75
Pac-Man (USA).zip,Pac-man,us,12886,80
Panzer Dragoon Mini (Japan).zip,Panzer Dragoon Mini,jp,12911,97
Paperboy 2 (USA).zip,Paperboy 2,us,13001,95
Paperboy 2 (USA) (Beta).zip,Paperboy 2,us,13001,91
"Paperboy (USA, Europe).zip",Paperboy,"us,eu",12912,
Pengo (Europe).zip,Pengo,eu,13018,91
Pengo (Japan).zip,Pengo,jp,13018,91
Pet Club - Inu Daisuki! (Japan).zip,Pet Club - Inu Daisuki!,jp,71581,98
"Pete Sampras Tennis (USA, Europe).zip",Pete Sampras Tennis,"us,eu",13052,97
"PGA Tour 96 (USA, Europe).zip",Pga Tour 96,"us,eu",65828,78
PGA Tour Golf (USA) (Rev 1).zip,Pga Tour Golf,us,12987,
"PGA Tour Golf (USA, Europe).zip",,"us,eu",,
"PGA Tour Golf II (USA, Europe).zip",Pga Tour Golf 2,"us,eu",65829,75
Phantasy Star Adventure (Japan).zip,Phantasy Star Adventure,jp,12941,98
Phantasy Star Gaiden (Japan).zip,Phantasy Star Gaiden,jp,12975,98
"Phantom 2040 (USA, Europe).zip",Phantom 2040,"us,eu",65830,96
Pinball Dreams (USA).zip,Pinball Dreams,us,65831,97
Pocket Jansou (Japan).zip,Pocket Jansou,jp,65832,96
Poker Face Paul's Blackjack (USA).zip,Poker Faced Paul's Blackjack,us,65833,96
Poker Face Paul's Gin (USA).zip,Poker Faced Paul's Gin,us,65834,95
Poker Face Paul's Poker (USA).zip,Poker Faced Paul's Poker,us,65835,96
Poker Face Paul's Solitaire (USA).zip,Poker Faced Paul's Solitaire,us,65836,96
Pop Breaker (Japan).zip,Pop Breaker,jp,65837,96
Popeye no Beach Volleyball (Japan).zip,Popeye  Beach Volleyball,jp,65838,94
Power Drive (Europe).zip,Power Drive,eu,65839,96
"Predator 2 (USA, Europe).zip",Predator 2,"us,eu",46299,95
"Primal Rage (USA, Europe).zip",Primal Rage,"us,eu",12935,96
"Prince of Persia (USA, Europe).zip",Prince Of Persia,"us,eu",12888,91
