path,ssName,ssRegion,ssId,confidence
"Frogger + River Raid + Activision Decathlon, The + Beamrider (USA, Europe) (Arcade Classic Pak).zip","Frogger + River Raid + Activision Decathlon, The + Beamrider","us,eu",112224,75
"Frogger II - Threeedeep! (USA, Europe).zip",Frogger 2 - Threeedeep!,"us,eu",112226,68
"Galaxian (USA, Europe).zip",Galaxian,"us,eu",35998,
"Galaxions + Munchman (USA, Europe).zip",Galaxions + Munchman,"us,eu",112516,69
"Gateway to Apshai (USA, Europe).zip",Gateway To Apshai,"us,eu",112545,62
"Ghostbusters (USA, Europe).zip",Ghostbusters,"us,eu",35950,
"Gorf (USA, Europe).zip",Gorf,"us,eu",112645,
"Graf 64 (USA, Europe) (Program).zip",,,,
"Gridrunner (USA, Europe).zip",Gridrunner,"us,eu",112700,
Gridrunner II - Attack of the Mutant Camels (USA).zip,Attack of the Mutant Camels,us,112701,
"Gyruss (USA, Europe).zip",Gyruss,"us,eu",36111,
"H.E.R.O. - Helicopter Emergency Rescue Operation (USA, Europe).zip",Hero - Helicopter Emergency Rescue Operation,"us,eu",191981,75
"Halftime Battlin' Bands featuring... the Jazz Scats! (USA, Europe).zip",Halftime Battlin' Bands,"us,eu",112744,49
Happy-Packer (Germany) (Program).zip,,,,
"HES Mon 64 (USA, Europe) (Program).zip",,,,
"HES Mon 64 (USA, Europe) (Proto) (Program).zip",,,,
"HES Writer 64 (USA, Europe) (Program).zip",,,,
"Hop Along Counting (USA, Europe).zip",Hop Along Counting,"us,eu",112895,67
Human Skeleton Tutorial (USA).zip,Human Skeleton Tutorial,us,112923,82
Hypra-Disk-Modul II (Germany) (Program).zip,,,,
"IEEE-488 (USA, Europe) (Program).zip",,,,
"International Football (USA, Europe).zip",International Football - Futbol,"us,eu",123624,73
"Jack Attack (USA, Europe).zip",Jack Attack,"us,eu",113259,55
"James Bond 007 (USA, Europe).zip",James Bond 007,"us,eu",113267,61
"Jawbreaker (USA, Europe).zip",,,,
"Juice! (USA, Europe).zip",Juice!,"us,eu",113329,
"Jukebox (USA, Europe).zip",,,,
"Jumpman Junior (USA, Europe).zip",Jumpman Junior,"us,eu",113338,61
"Jungle Hunt (USA, Europe).zip",Jungle Hunt,"us,eu",113340,55
Jupiter Lander (World) (v02) (MAX).zip,Jupiter Lander,wor,113351,54
Kickman (World) (v03) (MAX).zip,Kickman,wor,114680,
"Kids on Keys (USA, Europe).zip",Kids On Keys,"us,eu",114074,52
"Kindercomp (USA, Europe).zip",Kindercomp,"us,eu",114089,53
"Kung-Fu Master (USA, Europe).zip",Kung-fu Master,"us,eu",36200,57
"Laser Cycles (USA, Europe).zip",Laser Cycles,"us,eu",114163,57
"Lazarian (USA, Europe).zip",Lazarian,"us,eu",114189,
"Lazer Zone (USA, Europe).zip",Lazer Zone,"us,eu",114194,53
"Leader Board - Pro Golf Simulator (USA, Europe).zip",Leader Board,"us,eu",36665,
"Learning with Leeper (USA, Europe).zip",Learning With Leeper,"us,eu",114208,66
"LeMans (USA, Europe) (MAX).zip",,,,
"Linking Logic (USA, Europe).zip",Linking Logic,"us,eu",114250,59
"Lode Runner (USA, Europe).zip",Lode Runner Com.,"us,eu",181754,62
"Logic Levels (USA, Europe).zip",Logic Levels,"us,eu",114285,57
"Lunar Leeper (USA, Europe).zip",Lunar Leeper,"us,eu",114336,57
"Magic Desk I - Type and File (USA, Europe) (CCS) (Program).zip",,,,
"Magic Desk I - Type and File (USA, Europe) (VICE) (Program).zip",,,,
"Magic Formel (USA, Europe) (v1.2) (Program).zip",,,,
"Magic Voice (USA, Europe) (Program).zip",,,,
"Mario's Brewery (USA, Europe).zip",Mario's Brewery,"us,eu",114499,62
"MasterType (USA, Europe).zip",MasterType,"us,eu",114528,
"Math Mileage (USA, Europe).zip",Math Mileage,"us,eu",114541,57
MAX BASIC (Japan) (MAX).zip,,,,
"Maze Man (USA, Europe).zip",Maze Man,"us,eu",114575,
"Maze Master (USA, Europe).zip",Maze Master (Compute!),"us,eu",419622,67
"Memory Manor (USA, Europe).zip",Memory Manor,"us,eu",115139,57
MicroProse Soccer + Rick Dangerous + Stunt Car Racer (Europe) (Power Play).zip,Microprose Soccer + Rick Dangerous + Stunt Car Racer,eu,115193,78
"Miner 2049er Starring Bounty Bob (USA, Europe).zip",Miner 2049er,"us,eu",36462,
MINI BASIC I (Japan) (MAX).zip,,,,
Minnesota Fat's Pool Challenger (USA).zip,Minnesota Fat's Pool Challenger,us,115246,86
Mole Attack (Japan) (v01) (MAX).zip,Mole Attack,jp,115281,48
Money Wars (Japan) (v01) (MAX).zip,Money Wars,jp,115285,45
"Moon Patrol (USA, Europe).zip",Moon Patrol (Atarisoft),"us,eu",36463,65
"Moondust (USA, Europe).zip",,,,
"Motor Mania (USA, Europe).zip",Motor Mania,"us,eu",115342,55
"Mountain King (USA, Europe).zip",Mountain King,"us,eu",36296,59
"Movie Musical Madness Starring the Jazz Scats (USA, Europe).zip",Movie Musical Madness,"us,eu",115358,50
"Mr. Cool (USA, Europe).zip",Mr. Cool,"us,eu",115363,
"Mr. TNT (USA, Europe).zip",Mr. Tnt,"us,eu",115378,
"Ms. Pac-Man (USA, Europe).zip",Ms. Pac-man,"us,eu",35969,50
Muistio 64 (Finland) (Program).zip,,,,
Music Composer (World) (MAX).zip,Music Composer,wor,115407,61
"Music Machine (USA, Europe) (MAX).zip",Music Machine,"us,eu",115408,52
Myth (Europe).zip,Myth : History in the Making,eu,115423,
"Narco Police (USA, Europe).zip",Narco Police,"us,eu",35939,57
Navy SEALs (Europe).zip,Navy SEALs,eu,36131,
"Ninja Remix (USA, Europe).zip",Ninja Remix,"us,eu",114177,55
"Nordic Power Action Cartridge (USA, Europe) (v7.2) (Program).zip",,,,
"Nova Blast (USA, Europe).zip",Nova Blast,"us,eu",115712,53
"Number Nabber, Shape Grabber (USA, Europe).zip",Number Nabber Shape Grabber,"us,eu",115724,74
"Number Tumblers (USA, Europe).zip",Number Tumbler,"us,eu",115726,60
"Oil's Well (USA, Europe).zip",Oil's Well,"us,eu",116415,53
Omega Race (Japan) (v02) (MAX).zip,Omega Race Max,jp,116430,
"Omega Race (USA, Europe).zip",Omega Race,"us,eu",116430,
"Pac-Man (USA, Europe).zip",Pac-Man,"us,eu",35853,
Pagefox (Finland) (Program).zip,,,,
"Paint Brush (USA, Europe).zip",Paint Brush,"us,eu",116022,55
Pancho (France).zip,Pancho,fr,116030,
Pang (Europe).zip,Pang,eu,36538,
"Park Patrol (USA, Europe).zip",Park Patrol,"us,eu",36692,55
"Pastfinder (USA, Europe).zip",Pastfinder,"us,eu",116067,
"Peanut Butter Panic (USA, Europe).zip",Peanut Butter Panic,"us,eu",116084,68
Pinball Spectacular (World) (MAX).zip,Pinball Spectacular,wor,116159,68
"Pipes (USA, Europe).zip",Pipes,"us,eu",116165,
"Pit, The (USA, Europe).zip","Pit, The","us,eu",116251,
"Pitfall II - Lost Caverns (USA, Europe).zip",Pitfall 2 - Lost Caverns,"us,eu",116172,69
"Pitfall! (USA, Europe).zip",Pitfall!,"us,eu",111411,
"Pitstop (USA, Europe).zip",Pitshop,"us,eu",36169,
"Pole Position (USA, Europe).zip",Pole Position,"us,eu",36171,
"Popeye (USA, Europe).zip",Popeye (parker Brothers),"us,eu",36300,54
"Power Cartridge (USA, Europe) (Program).zip",,,,
"Princess and the Frog (USA, Europe).zip",Princess And The Frog,"us,eu",116273,63
"Professional Skateboard Simulator + Fast Food + Pro Tennis Simulator (USA, Europe) (Fun Play).zip",Professional Skateboard Simulator,"us,eu",36562,
PS-64 (Finland) (v2.00) (Program).zip,,,,
"Q-bert (USA, Europe).zip",Q-bert,"us,eu",112238,
"Rack 'em Up! (USA, Europe).zip",Rack 'em Up!,"us,eu",114590,57
Radar Rat Race (Japan) (v02) (Alt 1) (MAX).zip,,,,
Radar Rat Race (Japan) (v02) (MAX).zip,Radar Rat Race,jp,114621,54
"Ranch (USA, Europe).zip",Ranch,"us,eu",114646,
"Rechenlowe, Der - Fit in Addition und Subtraktion - 2.-3. Schuljahr (Germany).zip","Rechenlowe, Der - Fit In Addition Und Subtraktion - 2.-3. Schuljahr",de,114786,88
"Rechenlowe, Der - Fit in Addition und Subtraktion - 3.-4. Schuljahr (Germany).zip",,,,
"Rechenlowe, Der - Fit in Geometrie - 3.-4. Schuljahr (Germany).zip","Rechenlowe, Der - Fit In Geometrie - 3.-4. Schuljahr",de,114787,86
"Rechenlowe, Der - Fit in Mathematik - 1. Schuljahr (Germany).zip","Rechenlowe, Der - Fit In Mathematik - 1. Schuljahr",de,114788,86
"Rechenlowe, Der - Fit in Multiplikation und Division - 2.-3. Schuljahr (Germany).zip","Rechenlowe, Der - Fit In Multiplikation Und Division - 2.-3. Schuljahr",de,114789,88
"Rechenlowe, Der - Fit in Multiplikation und Division - 3.-4. Schuljahr (Germany).zip",,,,
