path,ssName,ssRegion,ssId,confidence
Crayon Shin-chan 3 - Ora no Gokigen Athletic (Japan).zip,Crayon Shin-chan 3 - Ora No Gokigen Athletic,jp,66325,86
Crayon Shin-chan 4 - Ora no Itazura Daihenshin (Japan) (SGB Enhanced).zip,Crayon Shin-chan 4 - Ora No Itazura Daihenshin,jp,66328,76
Crayon Shin-chan - Ora no Gokigen Collection (Japan) (SGB Enhanced).zip,Crayon Shin-chan - Ora No Gokigen Collection,jp,66330,75
Crayon Shin-chan - Ora to Shiro wa Otomodachi Da yo (Japan).zip,Crayon Shin-chan - Ora To Shiro Wa Otomodachi Da Yo,jp,66331,84
Crystal Quest (USA).zip,Crystal Quest,us,3522,72
Cult Jump (Japan).zip,Cult Jump,jp,66348,60
Cult Master - Ultraman ni Miserarete (Japan).zip,Cult Master - Ultraman Ni Miserarete,jp,66350,83
"CutThroat Island (USA, Europe).zip",Cutthroat Island,"us,eu",66351,60
Cyraid (USA).zip,Cyraid,us,3680,55
Daedalian Opus (USA).zip,Daedalian Opus,us,3681,74
"Daffy Duck (USA, Europe) (SGB Enhanced).zip",Daffy Duck,"us,eu",66362,38
Dai-2-ji Super Robot Taisen G (Japan) (SGB Enhanced).zip,Dai-2-ji Super Robot Taisen G,jp,66366,68
Daikaijuu Monogatari - The Miracle of the Zone (Japan) (SGB Enhanced).zip,Daikaijuu Monogatari - Miracle Of The Zone,jp,66367,70
Daiku no Gen-san - Robot Teikoku no Yabou (Japan).zip,Daiku No Gen-san - Robot Teikoku No Yabou,jp,66371,83
Daisenryaku (Japan).zip,Daisenryaku,jp,66372,65
"Darkman (USA, Europe).zip",Darkman,"us,eu",3672,44
Darkwing Duck (USA).zip,Darkwing Duck,us,3206,72
David Crane's The Rescue of Princess Blobette (USA).zip,David Crane's The Rescue Of Princess Blobette,us,3197,88
"Days of Thunder (USA, Europe).zip",Days Of Thunder,"us,eu",3674,58
Dead Heat Scramble (USA).zip,Dead Heat Scramble,us,3682,78
Dennis the Menace (USA).zip,Dennis The Menace,us,66407,73
Desert Strike - Return to the Gulf (USA) (SGB Enhanced).zip,Desert Strike - Return To The Gulf,us,3192,69
"Dexterity (USA, Europe).zip",Dexterity,"us,eu",66411,50
Diablo (USA) (Proto).zip,Diablo,us,66413,40
Dick Tracy (USA).zip,Dick Tracy,us,3509,67
Dig Dug (USA).zip,Dig Dug,us,66416,58
Dino Breeder 2 (Japan) (SGB Enhanced).zip,Dino Breeder 2,jp,66426,51
Dino Breeder (Japan) (Rev 1) (SGB Enhanced).zip,Dino Breeder,jp,66425,
Dirty Racing (Japan).zip,Dirty Racing,jp,66430,67
