system,path,name,ssId,region,desc,rating,releasedate,developer,publisher,genre,players,3dboxes,physicalmedia,marquees,videos,screenshots,titlescreens,fanarts
snes,Super Alfred Chicken (USA).zip,Yes,18924,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,"Super Aquatic Games Starring the Aquabats, The (USA).zip",Yes,19201,us,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Back to the Future Part II (Japan).zip,Yes,2948,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Baken Ou '95 (Japan).zip,Yes,65046,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Baseball Simulator 1.000 (USA).zip,Yes,19202,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bases Loaded 2 (USA).zip,Yes,19203,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bases Loaded 3 - License to Steal (USA).zip,Yes,19204,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bases Loaded (USA).zip,Yes,65047,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Batter Up (USA).zip,Yes,2812,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Battleship (USA).zip,Yes,2781,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Battletank 2 (USA).zip,Yes,2813,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bikkuriman (Japan).zip,Yes,65049,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Birdie Rush (Japan).zip,Yes,65050,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Black Bass 3 (Japan) (Rev 1).zip,Yes,65051,jp,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Black Bass (USA).zip,Yes,2924,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bomber Man 4 (Japan).zip,Yes,2363,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bomber Man 5 (Japan).zip,Yes,2278,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bomber Man - Panic Bomber W (Japan).zip,Yes,65554,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bomberman 2 (USA).zip,Yes,2322,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bomberman 3 (Europe).zip,Yes,2303,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bomberman (USA).zip,Yes,2297,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bombliss (Japan) (En).zip,Yes,65052,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bonk (USA).zip,Yes,2791,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Bowling (USA).zip,Yes,19207,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Buster Bros. (USA) (Rev 1).zip,Yes,2413,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Caesars Palace (USA).zip,Yes,2782,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Casino 2 (Japan).zip,Yes,65054,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Castles (Japan).zip,Yes,65055,jp,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,
snes,Super Castlevania IV (USA).zip,Yes,2173,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Chase H.Q. (USA).zip,Yes,19209,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Chinese Fighter (Japan).zip,Yes,65056,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Chinese World 2 - Uchuuichi Butou Taikai (Japan).zip,Yes,19210,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Chinese World 3 - Chou Jigen Daisakusen (Japan).zip,Yes,19211,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Conflict (USA).zip,Yes,2925,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Disc (Japan) (En) (v0.95) (Proto).zip,,,jp,,,,,,,,,,,,,,
snes,Super Double Dragon (USA).zip,Yes,2287,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Double Yakuman (Japan).zip,Yes,65059,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Double Yakuman II (Japan).zip,Yes,65060,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Drift Out - World Rally Championships (Japan) (En).zip,Yes,65061,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Dunk Star (Japan) (En).zip,Yes,65062,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super F1 Circus 2 (Japan).zip,Yes,65064,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super F1 Circus 3 (Japan).zip,Yes,65065,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super F1 Circus (Japan).zip,Yes,65063,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super F1 Circus Gaiden (Japan).zip,Yes,65066,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Famicom Box 4S Attraction (Japan).zip,,,jp,,,,,,,,,,,,,,
snes,Super Famicom Wars (Japan) (NP).zip,,,jp,,,,,,,,,,,,,,
snes,Super Family Circuit (Japan).zip,Yes,65069,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Family Gelaende (Japan) (NP).zip,Yes,65070,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,
snes,Super Famista 2 (Japan).zip,Yes,65071,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Famista 3 (Japan).zip,Yes,65072,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Famista 4 (Japan) (Rev 1).zip,Yes,65073,jp,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Famista 5 (Japan).zip,Yes,65074,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Final Match Tennis (Japan).zip,Yes,2621,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Fire Pro Wrestling 2 (Japan).zip,Yes,78558,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Fire Pro Wrestling (Japan).zip,Yes,65075,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Fire Pro Wrestling - Queen's Special (Japan).zip,Yes,65076,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Fire Pro Wrestling III - Easy Type (Japan).zip,Yes,65078,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Fire Pro Wrestling III - Final Bout (Japan) (Rev 1).zip,Yes,65079,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Fire Pro Wrestling Special (Japan) (Rev 1).zip,Yes,65080,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Fire Pro Wrestling X Premium (Japan).zip,Yes,19212,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Fishing Big Fight (Japan).zip,Yes,65081,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Formation Soccer 94 - World Cup Final Data (Japan).zip,Yes,65084,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Formation Soccer 95 - della Serie A (Japan).zip,Yes,65085,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Formation Soccer 96 - World Club Edition (Japan).zip,Yes,65087,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Formation Soccer II (Japan).zip,Yes,65088,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Gachapon World - SD Gundam X (Japan).zip,Yes,65090,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Game Boy 2 (Japan).zip,,,jp,,,,,,,,,,,,,,
snes,Super Game Boy 2 SGB2-CPU (Japan) (Enhancement Chip).zip,,,jp,,,,,,,,,,,,,,
snes,Super Game Boy (World) (Rev 2).zip,,,wor,,,,,,,,,,,,,,
snes,Super Game Boy SGB-CPU (World) (Enhancement Chip).zip,,,wor,,,,,,,,,,,,,,
snes,Super Genjin 2 (Japan).zip,Yes,2805,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Ghouls 'N Ghosts (USA).zip,Yes,2180,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Goal! 2 (USA).zip,Yes,19214,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Godzilla (USA).zip,Yes,2505,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Gomoku Narabe - Renju (Japan).zip,Yes,65092,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Gomoku Shougi - Jouseki Kenkyuu Hen (Japan).zip,Yes,65093,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Gussun Oyoyo 2 (Japan).zip,Yes,65095,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Gussun Oyoyo (Japan).zip,Yes,65094,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Hanafuda 2 (Japan).zip,Yes,65097,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Hanafuda (Japan).zip,Yes,65096,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super High Impact (USA).zip,Yes,2898,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Honmei - GI Seiha (Japan).zip,Yes,65099,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Ice Hockey (Europe).zip,Yes,65098,eu,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Igo - Go Ou (Japan).zip,Yes,65100,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Indy Champ (Japan).zip,Yes,65101,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super International Cricket (Europe).zip,Yes,65102,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super James Pond (USA).zip,Yes,2430,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Jangou (Japan).zip,Yes,65103,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Jinsei Game 2 (Japan) (Rev 2).zip,Yes,65105,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Jinsei Game 3 (Japan) (Rev 1).zip,Yes,65106,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Jinsei Game (Japan) (Rev 1).zip,Yes,65104,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Keiba 2 (Japan).zip,Yes,65108,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Keiba (Japan).zip,Yes,65107,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Keirin (Japan).zip,Yes,65109,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Koukou Yakyuu - Ikkyuu Nyuukon (Japan).zip,Yes,65110,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Kyousouba - Kaze no Sylphid (Japan).zip,Yes,65111,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Kyoutei 2 (Japan).zip,Yes,65113,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Kyoutei (Japan) (Rev 1).zip,Yes,65112,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Kyuukyoku Harikiri Stadium 2 (Japan).zip,Yes,65115,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Kyuukyoku Harikiri Stadium (Japan).zip,Yes,65114,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Loopz (Japan).zip,Yes,19216,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mad Champ (Japan).zip,Yes,65117,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mahjong 2 - Honkaku 4-nin Uchi! (Japan) (Rev 1).zip,Yes,65119,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mahjong 3 - Karakuchi (Japan).zip,Yes,65120,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mahjong (Japan).zip,Yes,65118,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mahjong Taikai (Japan) (Rev 5).zip,Yes,65121,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mario All-Stars (USA).zip,Yes,2174,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mario All-Stars + Super Mario World (USA).zip,Yes,65556,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mario Kart (USA).zip,Yes,2153,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mario RPG - Legend of the Seven Stars (USA).zip,Yes,2171,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,"Super Mario World 2 - Yoshi's Island (USA, Asia) (Rev 1).zip",Yes,2163,wor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Mario World (USA).zip,Yes,2144,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,"Super Metroid (Japan, USA) (En,Ja).zip",Yes,2147,"us,jp",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Momotarou Dentetsu DX (Japan).zip,Yes,65122,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Momotarou Dentetsu II (Japan).zip,Yes,65123,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Momotarou Dentetsu III (Japan) (Rev 2).zip,Yes,65124,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Morph (Europe).zip,Yes,65557,eu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Naxat Open - Golf de Shoubu da Dorabocchan (Japan).zip,Yes,65125,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Nazo Puyo - Rulue no Roux (Japan).zip,Yes,65126,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Nazo Puyo Tsuu - Rulue no Tetsuwan Hanjouki (Japan).zip,Yes,2802,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Nichibutsu Mahjong 2 - Zenkoku Seiha Hen (Japan).zip,Yes,65129,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Nichibutsu Mahjong 3 - Yoshimoto Gekijou Hen (Japan).zip,Yes,65130,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Nichibutsu Mahjong 4 - Kisokenkyuu Hen (Japan).zip,Yes,65132,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Nichibutsu Mahjong (Japan).zip,Yes,65128,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Ninja Boy (USA).zip,Yes,2826,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Ninja-kun (Japan).zip,Yes,65133,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Nova (USA).zip,Yes,2541,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Off Road (USA).zip,Yes,2434,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Off Road - The Baja (USA).zip,Yes,2699,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Okumanchouja Game (Japan) (Rev 1).zip,Yes,65136,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Oozumou - Nessen Ooichiban (Japan).zip,Yes,65137,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Pachi-Slot Mahjong (Japan).zip,Yes,65138,jp,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,
snes,Super Pachinko Taisen (Japan).zip,Yes,65139,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Pinball - Behind the Mask (USA) (Rev 1).zip,Yes,2675,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Pinball II - The Amazing Odyssey (Japan).zip,Yes,19218,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Play Action Football (USA).zip,Yes,2879,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Power League 2 (Japan) (Rev 1).zip,Yes,65141,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Power League 3 (Japan).zip,Yes,64947,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Power League 4 (Japan).zip,Yes,65142,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Power League (Japan).zip,Yes,65140,jp,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Professional Baseball II (Japan).zip,Yes,65143,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Punch-Out!! (USA).zip,Yes,2202,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Putty (USA).zip,Yes,2700,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Puyo Puyo Tsuu Remix (Japan).zip,Yes,65145,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super R-Type (USA).zip,Yes,2157,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super R.B.I. Baseball (USA).zip,Yes,19219,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Real Mahjong PIV (Japan).zip,Yes,65146,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Real Mahjong PV Paradise - All-Star 4-nin Uchi (Japan).zip,Yes,65147,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Robot Taisen EX (Japan).zip,Yes,65148,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Robot Taisen Gaiden - Masoukishin - The Lord of Elemental (Japan).zip,Yes,2787,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Rugby (Japan).zip,Yes,65558,jp,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,
snes,Super Sangokushi (Japan).zip,Yes,65149,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Scope 6 (USA).zip,Yes,19217,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Shadow of the Beast (USA) (Proto).zip,Yes,65151,us,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Shougi 2 (Japan).zip,Yes,65154,jp,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,
snes,Super Shougi 3 - Kitaihei (Japan).zip,Yes,65155,jp,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,
snes,Super Shougi (Japan) (Rev 1).zip,Yes,65153,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Slam Dunk (USA).zip,Yes,19220,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Slap Shot (USA).zip,Yes,2827,us,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Smash T.V. (USA).zip,Yes,2264,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Soccer (USA).zip,Yes,2301,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Soccer Champ (USA).zip,Yes,19043,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,"Super Solitaire (USA) (En,Fr,De,Es,It).zip",Yes,19221,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Soukoban (Japan).zip,Yes,2871,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Star Wars (USA) (Rev 1).zip,Yes,2185,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Star Wars - Return of the Jedi (USA) (Rev 1).zip,Yes,2226,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Star Wars - The Empire Strikes Back (USA) (Rev 1).zip,Yes,2265,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Street Fighter II (USA).zip,Yes,2201,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Strike Eagle (USA).zip,Yes,2862,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Tekkyuu Fight! (Japan).zip,Yes,65157,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Tennis (USA).zip,Yes,2145,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Tetris 2 + Bombliss (Japan) (En) (Rev 1).zip,Yes,195387,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Tetris 2 + Bombliss Genteiban (Japan) (En).zip,Yes,195387,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Tetris 3 (Japan) (En).zip,Yes,19222,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Troll Islands (USA).zip,Yes,2701,us,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Trump Collection 2 (Japan).zip,Yes,65198,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
snes,Super Trump Collection (Japan).zip,Yes,65159,jp,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
